Term	B08	B09	B10	B11	B12	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12	E01	E02	E03	E04	E05	E06	E07	E08	E09
HALLMARK_HEME_METABOLISM	0.259278488872391	0.30287425551323904	0.27153011867550897	0.28343182631843394	0.23482218391378198	0.26013227348928303	0.23450460422898498	0.267669116745243	0.21255592334975199	0.22539340421071	0.224930707111714	0.27454615174576996	0.26902668127745605	0.256717684809074	0.277178653022915	0.26450791631529896	0.207972742038659	0.230963258842077	0.21953326646489396	0.23408857785808201	0.181859608109059	0.23929063244694002	0.21752932410759	0.256603860540487	0.201204823645918	0.248915817667453	0.285661644830955	0.274595189493748	0.255067749981517	0.266625028004196	0.213562987487619	0.289146244569149	0.23479398838000004	0.23407290394047398	0.18927309997407998	0.27922582381572697	0.224002082618179	0.289717101578786
HALLMARK_COAGULATION	0.171529745019717	0.168309268677108	0.23776511937688197	0.224744064920981	0.0939881563324391	0.213787581004149	0.206583581166065	0.18260822024407	0.171403852879426	0.196130991686973	0.16639532343390898	0.161919128645675	0.173739142652545	0.217196362235975	0.18161101881773897	0.16855456725225898	0.23204048700303498	0.201477030313975	0.18344830192297898	0.17989257584820603	0.162512187650788	0.20793648922403898	0.18584893530331	0.18255339158778197	0.14042261746762197	0.16755548526541	0.211302192748778	0.24700943763929697	0.156300820665107	0.178507115531579	0.21229426900212303	0.16683998169455	0.219898906481716	0.17313679566190499	0.20501107649267003	0.21882951760029898	0.225815606466678	0.18116569278366898
HALLMARK_IL2_STAT5_SIGNALING	0.202246665001166	0.20095091302347398	0.255846900022406	0.217112969186844	0.18670994090524498	0.22201454085947503	0.25265023442017803	0.256479356319801	0.242995742070091	0.190797909740216	0.228305372949787	0.243588349125311	0.200251011587894	0.200156399521439	0.26285473141243904	0.21772351267066103	0.20845312113203898	0.22351930210542897	0.23367775126973997	0.223824411621267	0.20934509445732602	0.19055995915763502	0.218457647035273	0.24062707692478102	0.18279624788786103	0.22162481502588802	0.24061088017359902	0.301668657578549	0.17974111691730105	0.219218265682403	0.23965178522253	0.205870589288163	0.228260338787799	0.17850333423099696	0.210681190915591	0.258755900255272	0.251679563300415	0.192093093470889
HALLMARK_BILE_ACID_METABOLISM	0.0694279078433551	0.0891173930590865	0.050186098461501	0.0839909208158819	0.00330167429204337	0.0421286480361354	0.0149063017432648	0.0314988643382748	0.0502418920843473	0.0601683903443827	0.0386024470658747	0.0199507365892427	0.0321378692203484	0.0624143802809099	0.0207651416369586	0.0344672793215584	0.0772776782292927	0.0518827361797612	-0.00275643346105989	0.043729575183905	0.0446250416592621	0.0373542805495255	0.0221171270959866	0.0171973558902257	0.0397443574437436	0.0718013420722152	0.008484606637794429	0.0304555260249081	0.0216908959099156	0.055596934568712	0.019996942929741003	0.0130114843412772	0.0327583665811618	0.0397378539290522	0.0419512604435259	0.0623801545237631	0.060055058769634996	0.0717242669774144
HALLMARK_PEROXISOME	0.173053152179378	0.23188175524706603	0.21615423098741895	0.22930252769197304	0.20258454344795604	0.176567475045127	0.221029008686005	0.249543064960483	0.21049049452740604	0.190133356448481	0.19859610543894898	0.2331756779526	0.187143921588217	0.21161607214280104	0.204811761443703	0.196187273626535	0.18882640365574804	0.203230915559358	0.16917002943649098	0.19852720124681897	0.20501765587048396	0.194518023599576	0.15798737531806	0.226385529570886	0.194746686565522	0.235798447352003	0.212708779290962	0.193224931145695	0.181163375403811	0.22510700978839498	0.163017332580609	0.21053496341826997	0.19370677879597	0.203759849793314	0.22257146264851702	0.204959026514493	0.211296399817977	0.19815799299297798
HALLMARK_ALLOGRAFT_REJECTION	0.183875595770639	0.178789339305262	0.22498782323612998	0.19368907894100604	0.061255492682037	0.143291516441457	0.239299172594874	0.242190187162602	0.243866331235555	0.126918904386835	0.183969531841701	0.23105613143988102	0.19833557119267	0.16266609514284303	0.21606859464846	0.18326305859485897	0.140797385253955	0.14495499838695902	0.19554161273135998	0.181663343553959	0.16859355043813098	0.150689241298286	0.20059687787275102	0.24415564038661397	0.18749576360516199	0.254514931391655	0.219158728454364	0.193556691235834	0.18206691024022895	0.16778517950146601	0.18661047017098	0.134662067280712	0.200276536177119	0.134529928441605	0.208414000887143	0.292303398669771	0.23930457893440898	0.19101861570941
HALLMARK_SPERMATOGENESIS	0.0532696114690353	0.0211310613571307	0.0248477958228006	0.042155220821566	0.04246035408008	0.0441425656373301	0.058777510424699995	0.04631569675634299	0.0495727117997902	0.0501580666262674	0.0337457788753126	0.0483669062555264	0.0204978068228476	-0.0170313393637832	0.0488414513347733	0.0697447620768589	0.0317417458811855	0.0194787486926108	0.068037259199633	0.0334749553876657	0.10746665943504101	0.0021435177329043697	0.0390832517474133	0.0649246072039345	0.0179928939452933	0.0605961077311065	0.0307379065897992	0.0330124478584667	0.0217004049328737	-0.00416190094267255	0.0707441137397109	0.0550329854944942	0.0470627645521459	0.0121535874032575	0.0507430504675806	0.007294199294144859	0.00835966457872969	0.00950545878012015
HALLMARK_KRAS_SIGNALING_UP	0.10962497389974	0.171753697473742	0.24053528425809398	0.213631246387095	0.178222979159052	0.226672391571394	0.22596724640963603	0.19908155732680202	0.21094373005111602	0.17570235720446098	0.15438918442624402	0.260822680391568	0.18571086006926998	0.18317400645097698	0.21059891262077104	0.20995829464447302	0.186405124895409	0.168757958831738	0.197531518759161	0.23518437901385003	0.217080129671469	0.18631534929348603	0.22194522387864998	0.244098756995285	0.169316518984675	0.184655835710559	0.21511449501146498	0.284766392733951	0.21812672745245498	0.22545675105903498	0.212735388067476	0.176380201281493	0.254002629209185	0.171851462546327	0.21083694350267898	0.260100306061418	0.219745809409995	0.22098982968679398
HALLMARK_KRAS_SIGNALING_DN	-0.111610331840305	-0.12804521804146698	-0.150371531007111	-0.15892713909178	-0.202232389729628	-0.147571995334956	-0.10797986623706698	-0.135474989134974	-0.148927639324575	-0.0994884547280889	-0.0943972925195136	-0.14587969175502	-0.11450159906981802	-0.144108971849182	-0.153606480098223	-0.13568084274119002	-0.10909289098415598	-0.126387555893967	-0.128266393583803	-0.106758055911732	-0.0356158991501334	-0.13124387278146402	-0.0798094275365729	-0.142831265281133	-0.0769137772390788	-0.161643106673728	-0.171041416413897	-0.13471871197368102	-0.139325120060556	-0.162814756882948	-0.12159920789742099	-0.19092046273607702	-0.141080345604833	-0.11175094944929302	-0.14183064602624	-0.126286499588852	-0.127924795329618	-0.16717773975635097
HALLMARK_PANCREAS_BETA_CELLS	-0.13874181168833702	-0.120303674354396	-0.19945918643750699	-0.182808361011442	-0.20392480168725402	-0.167281455077781	-0.17398710529130101	-0.14856941345328797	-0.172156091161265	-0.11983407319769	-0.18898603689147603	-0.255798928044579	-0.223906126796275	-0.129311876947095	-0.19623543424759998	-0.164169818223226	-0.12527005675509	-0.16438450677371802	-0.21131583417709499	-0.14663336748855402	-0.12695350713708198	-0.139376998680299	-0.15309942969583898	-0.13124087654768	-0.174824897899752	-0.146258484760002	-0.217994743927906	-0.15188701353413198	-0.228199676647034	-0.152731468083535	-0.21833231448879897	-0.19603365628383604	-0.157134268700634	-0.126800024294944	-0.179380504391804	-0.216866821560568	-0.193094490354594	-0.209324891312344
StromalSignature	0.0571663242089698	0.0821612891185537	0.267027466744745	0.169770240020785	0.013678086747463	0.13381691447768598	0.276880193020181	0.184185327332601	0.21146763444398	0.14406371555288597	0.0867367065019501	0.239560681484495	0.172315370429486	0.12673051377286199	0.24447846861158198	0.16137827704562602	0.21748385000267398	0.261398876348942	0.206442964924697	0.17909983037472	0.103637682737679	0.174275011747326	0.24958768897270103	0.205472504388755	0.132212871589759	0.112242734244224	0.264514577805978	0.28307426663826196	0.10411164101029599	0.15590907745706	0.22800497475300197	0.0887125194581096	0.296491968416836	0.18019603617376997	0.221125940478203	0.33209944087874393	0.245864707759026	0.17248387244215801
ImmuneSignature	0.15369126231066801	0.148569459133194	0.29212786446959493	0.18823392604086303	-0.0396962364331592	0.10561334576668499	0.24335605007293898	0.205967322972291	0.323405501935186	0.126547594171009	0.202434916777178	0.298123454917727	0.17757794141754799	0.206294317523845	0.19774605405685	0.148802220115643	0.17114902621512398	0.161095890750564	0.172729029403071	0.212182317830718	0.19665297277538502	0.17829307881562803	0.21093516575663898	0.277614220220827	0.151566679307746	0.25774913983604997	0.235296643094422	0.25676556615899804	0.15375250118843303	0.167913774390064	0.175291833881955	0.058984157802435	0.256095720659396	0.108474881779438	0.23583280525403302	0.39353932270685205	0.265829402973564	0.201391639470905
TumourCellularity_mRNA	7.71556543937983e-05	7.700384099043008e-05	6.2474909379815e-05	7.13719049446937e-05	8.658758367037091e-05	7.63895503677555e-05	6.338405906944571e-05	7.00206656967299e-05	6.2526974694321e-05	7.486434601665991e-05	7.362269853534782e-05	6.36032084584356e-05	7.173811633860242e-05	7.272073595928621e-05	6.76833690431064e-05	7.360057055615061e-05	6.9247052938082e-05	6.821530592491161e-05	7.02017146615176e-05	6.989276669262191e-05	7.259262730996011e-05	7.13493368648032e-05	6.60428779677641e-05	6.57637507864307e-05	7.335220270894841e-05	7.088460717507161e-05	6.58126256603668e-05	6.329338849052789e-05	7.5549679923221e-05	7.32326038522802e-05	6.90764233834538e-05	8.069818485445659e-05	6.213405403631039e-05	7.465057619520201e-05	6.63403473361079e-05	5.3504554938753005e-05	6.389978374445889e-05	7.18074802641948e-05
