"HALLMARK_TNFA_SIGNALING_VIA_NFKB"	"HALLMARK_HYPOXIA"	"HALLMARK_CHOLESTEROL_HOMEOSTASIS"	"HALLMARK_MITOTIC_SPINDLE"	"HALLMARK_WNT_BETA_CATENIN_SIGNALING"	"HALLMARK_TGF_BETA_SIGNALING"	"HALLMARK_IL6_JAK_STAT3_SIGNALING"	"HALLMARK_DNA_REPAIR"	"HALLMARK_G2M_CHECKPOINT"	"HALLMARK_APOPTOSIS"	"HALLMARK_NOTCH_SIGNALING"	"HALLMARK_ADIPOGENESIS"	"HALLMARK_ESTROGEN_RESPONSE_EARLY"	"HALLMARK_ESTROGEN_RESPONSE_LATE"	"HALLMARK_ANDROGEN_RESPONSE"	"HALLMARK_MYOGENESIS"	"HALLMARK_PROTEIN_SECRETION"	"HALLMARK_INTERFERON_ALPHA_RESPONSE"	"HALLMARK_INTERFERON_GAMMA_RESPONSE"	"HALLMARK_APICAL_JUNCTION"	"HALLMARK_APICAL_SURFACE"	"HALLMARK_HEDGEHOG_SIGNALING"	"HALLMARK_COMPLEMENT"	"HALLMARK_UNFOLDED_PROTEIN_RESPONSE"	"HALLMARK_PI3K_AKT_MTOR_SIGNALING"	"HALLMARK_MTORC1_SIGNALING"	"HALLMARK_E2F_TARGETS"	"HALLMARK_MYC_TARGETS_V1"	"HALLMARK_MYC_TARGETS_V2"	"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	"HALLMARK_INFLAMMATORY_RESPONSE"	"HALLMARK_XENOBIOTIC_METABOLISM"	"HALLMARK_FATTY_ACID_METABOLISM"	"HALLMARK_OXIDATIVE_PHOSPHORYLATION"	"HALLMARK_GLYCOLYSIS"	"HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY"	"HALLMARK_P53_PATHWAY"	"HALLMARK_UV_RESPONSE_UP"	"HALLMARK_UV_RESPONSE_DN"	"HALLMARK_ANGIOGENESIS"	"HALLMARK_HEME_METABOLISM"	"HALLMARK_COAGULATION"	"HALLMARK_IL2_STAT5_SIGNALING"	"HALLMARK_BILE_ACID_METABOLISM"	"HALLMARK_PEROXISOME"	"HALLMARK_ALLOGRAFT_REJECTION"	"HALLMARK_SPERMATOGENESIS"	"HALLMARK_KRAS_SIGNALING_UP"	"HALLMARK_KRAS_SIGNALING_DN"	"HALLMARK_PANCREAS_BETA_CELLS"	"StromalSignature"	"ImmuneSignature"
"HALLMARK_XENOBIOTIC_METABOLISM"	0.035	0.04	0.0266666666666667	0.01	0.0232558139534884	0.0363636363636364	0.0681818181818182	0.0132450331125828	0.005	0.0432098765432099	0.0303030303030303	0.08	0.025	0.055	0.0294117647058824	0.02	0	0	0.035	0.005	0	0.0540540540540541	0.05	0.0087719298245614	0.00943396226415094	0.06	0	0.02	0.0169491525423729	0.025	0.025	1	0.157232704402516	0.045	0.04	0.08	0.055	0.0691823899371069	0.0137931034482759	0.027027027027027	0.045	0.079136690647482	0.035	0.106194690265487	0.0857142857142857	0.03	0.00735294117647059	0.05	0.005	0	0.0211267605633803	0.00704225352112676
"HALLMARK_FATTY_ACID_METABOLISM"	0.00628930817610063	0.0440251572327044	0.106666666666667	0	0.0232558139534884	0.0181818181818182	0.0227272727272727	0.00662251655629139	0.0188679245283019	0.0188679245283019	0.0303030303030303	0.182389937106918	0.0188679245283019	0.0377358490566038	0.0784313725490196	0.0251572327044025	0.0103092783505155	0.0306122448979592	0.0125786163522013	0.0188679245283019	0.0444444444444444	0.027027027027027	0.0251572327044025	0.0087719298245614	0.00943396226415094	0.0628930817610063	0.0125786163522013	0.0251572327044025	0.0169491525423729	0.0125786163522013	0	0.157232704402516	1	0.19496855345912	0.0817610062893082	0.04	0.0188679245283019	0.0628930817610063	0.0206896551724138	0.027027027027027	0.0377358490566038	0.0143884892086331	0.0251572327044025	0.106194690265487	0.247619047619048	0.00628930817610063	0.0147058823529412	0.0188679245283019	0.00628930817610063	0.024390243902439	0.0211267605633803	0.00704225352112676
"HALLMARK_OXIDATIVE_PHOSPHORYLATION"	0	0.01	0.0133333333333333	0.01	0	0	0	0.0264900662251656	0	0.037037037037037	0	0.205	0	0.015	0	0.005	0.0103092783505155	0	0.005	0	0	0	0.015	0.0087719298245614	0	0.035	0	0.055	0.0169491525423729	0	0	0.045	0.19496855345912	1	0.04	0.08	0.02	0.0377358490566038	0	0	0.025	0.00719424460431655	0.005	0.0353982300884956	0.0571428571428571	0	0.00735294117647059	0	0	0	0	0.00704225352112676
"HALLMARK_GLYCOLYSIS"	0.025	0.325	0.04	0.01	0	0	0.0340909090909091	0.00662251655629139	0.035	0.0555555555555556	0.0303030303030303	0.05	0.04	0.04	0.0196078431372549	0.04	0.0515463917525773	0.0102040816326531	0.015	0.03	0.0222222222222222	0.0540540540540541	0.025	0.0526315789473684	0.0283018867924528	0.135	0.035	0.025	0.0169491525423729	0.07	0.025	0.04	0.0817610062893082	0.04	1	0.12	0.025	0.0188679245283019	0.0344827586206897	0.0810810810810811	0.03	0.0143884892086331	0.025	0.0265486725663717	0.0380952380952381	0.01	0.0441176470588235	0.03	0.01	0	0.00704225352112676	0.00704225352112676
"HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY"	0.04	0.04	0.02	0	0.0232558139534884	0.04	0.02	0.06	0	0.12	0.0303030303030303	0.08	0	0	0.04	0.08	0.04	0.02	0.04	0	0.0222222222222222	0.027027027027027	0.02	0.02	0.02	0.12	0.02	0.02	0.02	0	0.02	0.08	0.04	0.08	0.12	1	0	0.1	0.04	0.027027027027027	0.08	0.02	0.04	0.08	0.1	0	0.02	0.02	0	0.024390243902439	0.02	0.06
"HALLMARK_P53_PATHWAY"	0.13	0.07	0.0266666666666667	0	0.0930232558139535	0.0545454545454545	0.0795454545454545	0.0662251655629139	0.005	0.12962962962963	0.0303030303030303	0.02	0.04	0.045	0.0392156862745098	0.065	0	0.0612244897959184	0.055	0.02	0.0222222222222222	0.027027027027027	0.02	0.0263157894736842	0.0566037735849057	0.055	0.035	0.015	0	0.035	0.06	0.055	0.0188679245283019	0.02	0.025	0	1	0.0817610062893082	0.00689655172413793	0.135135135135135	0.02	0.0143884892086331	0.045	0.0265486725663717	0.0285714285714286	0.05	0.00735294117647059	0.045	0.02	0.024390243902439	0	0.0352112676056338
"HALLMARK_UV_RESPONSE_UP"	0.125786163522013	0.050314465408805	0.04	0.0125786163522013	0.0232558139534884	0.0909090909090909	0.0681818181818182	0.0264900662251656	0.0188679245283019	0.132075471698113	0.0303030303030303	0.0377358490566038	0.0566037735849057	0.0691823899371069	0.0196078431372549	0.0188679245283019	0.0412371134020619	0.0408163265306122	0.0566037735849057	0.0125786163522013	0.0444444444444444	0.027027027027027	0.0628930817610063	0.0526315789473684	0.0283018867924528	0.0691823899371069	0.0188679245283019	0.0377358490566038	0.0169491525423729	0.0440251572327044	0.0628930817610063	0.0691823899371069	0.0628930817610063	0.0377358490566038	0.0188679245283019	0.1	0.0817610062893082	1	0.00689655172413793	0.0540540540540541	0.0566037735849057	0.0287769784172662	0.0566037735849057	0.00884955752212389	0.0571428571428571	0.0314465408805031	0.0294117647058824	0.0188679245283019	0.0251572327044025	0.024390243902439	0.0140845070422535	0.0352112676056338
"HALLMARK_UV_RESPONSE_DN"	0.0827586206896552	0.103448275862069	0.04	0.0344827586206897	0.0465116279069767	0.127272727272727	0.0227272727272727	0.00689655172413793	0.0620689655172414	0.0551724137931034	0.0909090909090909	0.0206896551724138	0.0482758620689655	0.0275862068965517	0.0588235294117647	0.0275862068965517	0.0206185567010309	0.0102040816326531	0.0137931034482759	0.0620689655172414	0.0222222222222222	0.0810810810810811	0.0206896551724138	0.0087719298245614	0.0377358490566038	0.0482758620689655	0.0137931034482759	0.00689655172413793	0.0338983050847458	0.137931034482759	0.103448275862069	0.0137931034482759	0.0206896551724138	0	0.0344827586206897	0.04	0.00689655172413793	0.00689655172413793	1	0.135135135135135	0.0137931034482759	0.0359712230215827	0.0344827586206897	0.0353982300884956	0.0285714285714286	0.0137931034482759	0.00735294117647059	0.0137931034482759	0.00689655172413793	0.0487804878048781	0.0352112676056338	0.00704225352112676
"HALLMARK_ANGIOGENESIS"	0.108108108108108	0.0810810810810811	0.0810810810810811	0	0.108108108108108	0.027027027027027	0.0810810810810811	0.027027027027027	0	0.162162162162162	0.0606060606060606	0.027027027027027	0	0.027027027027027	0.0540540540540541	0.0540540540540541	0.027027027027027	0.027027027027027	0	0.0810810810810811	0.0540540540540541	0.0810810810810811	0.0540540540540541	0.0540540540540541	0.027027027027027	0.027027027027027	0	0	0.027027027027027	0.324324324324324	0.0810810810810811	0.027027027027027	0.027027027027027	0	0.0810810810810811	0.027027027027027	0.135135135135135	0.0540540540540541	0.135135135135135	1	0	0.135135135135135	0.135135135135135	0.027027027027027	0.027027027027027	0.0810810810810811	0.027027027027027	0.0810810810810811	0	0.027027027027027	0.108108108108108	0.027027027027027
"HALLMARK_HEME_METABOLISM"	0.01	0.035	0	0.015	0	0	0	0.0132450331125828	0.015	0.0308641975308642	0	0.025	0.02	0.01	0.0392156862745098	0.015	0.0206185567010309	0	0.005	0.005	0	0	0.025	0.0087719298245614	0.0188679245283019	0.05	0.005	0.005	0.0169491525423729	0.005	0.015	0.045	0.0377358490566038	0.025	0.03	0.08	0.02	0.0566037735849057	0.0137931034482759	0	1	0.0287769784172662	0.015	0.0353982300884956	0.00952380952380952	0.005	0.00735294117647059	0.015	0.01	0.024390243902439	0	0
"HALLMARK_COAGULATION"	0.0503597122302158	0.0359712230215827	0.0533333333333333	0.00719424460431655	0.0232558139534884	0.0909090909090909	0.0568181818181818	0.0143884892086331	0	0.0719424460431655	0.0303030303030303	0.00719424460431655	0.00719424460431655	0.0431654676258993	0.00980392156862745	0.0359712230215827	0.0206185567010309	0.0204081632653061	0.0359712230215827	0.0575539568345324	0.0222222222222222	0.0540540540540541	0.410071942446043	0.0087719298245614	0.0188679245283019	0.0215827338129496	0	0	0.0169491525423729	0.129496402877698	0.0647482014388489	0.079136690647482	0.0143884892086331	0.00719424460431655	0.0143884892086331	0.02	0.0143884892086331	0.0287769784172662	0.0359712230215827	0.135135135135135	0.0287769784172662	1	0.0359712230215827	0.0176991150442478	0.00952380952380952	0.0431654676258993	0.00735294117647059	0.0719424460431655	0.0215827338129496	0.0487804878048781	0.0359712230215827	0.0143884892086331
"HALLMARK_IL2_STAT5_SIGNALING"	0.105	0.08	0.04	0.01	0.0697674418604651	0.0909090909090909	0.181818181818182	0.0198675496688742	0.02	0.0802469135802469	0	0.035	0.06	0.04	0.0392156862745098	0.03	0.0103092783505155	0.0714285714285714	0.095	0.01	0.0222222222222222	0.0540540540540541	0.03	0.0087719298245614	0.00943396226415094	0.045	0.01	0.01	0.0847457627118644	0.05	0.1	0.035	0.0251572327044025	0.005	0.025	0.04	0.045	0.0566037735849057	0.0344827586206897	0.135135135135135	0.015	0.0359712230215827	1	0.00884955752212389	0.019047619047619	0.085	0.0147058823529412	0.085	0	0	0.028169014084507	0.0985915492957746
"HALLMARK_BILE_ACID_METABOLISM"	0.00884955752212389	0.0176991150442478	0.0533333333333333	0	0.0232558139534884	0.0363636363636364	0.0113636363636364	0.00884955752212389	0	0.0353982300884956	0.0303030303030303	0.079646017699115	0.0442477876106195	0.0442477876106195	0.0392156862745098	0.0176991150442478	0.0309278350515464	0.0102040816326531	0.00884955752212389	0	0.0222222222222222	0.027027027027027	0.00884955752212389	0.00884955752212389	0.0188679245283019	0.0530973451327434	0	0	0.0169491525423729	0	0.0265486725663717	0.106194690265487	0.106194690265487	0.0353982300884956	0.0265486725663717	0.08	0.0265486725663717	0.00884955752212389	0.0353982300884956	0.027027027027027	0.0353982300884956	0.0176991150442478	0.00884955752212389	1	0.380952380952381	0.00884955752212389	0.00884955752212389	0.0265486725663717	0.0265486725663717	0.024390243902439	0.0353982300884956	0.0176991150442478
"HALLMARK_PEROXISOME"	0.00952380952380952	0.019047619047619	0.0533333333333333	0.00952380952380952	0.0232558139534884	0.0181818181818182	0.0113636363636364	0.0285714285714286	0.019047619047619	0.0666666666666667	0.0303030303030303	0.0952380952380952	0.0476190476190476	0.0476190476190476	0.0490196078431373	0.0285714285714286	0.0309278350515464	0.0102040816326531	0.0285714285714286	0.0285714285714286	0.0222222222222222	0.027027027027027	0	0.00952380952380952	0.019047619047619	0.0666666666666667	0.0285714285714286	0.0380952380952381	0.0169491525423729	0.00952380952380952	0	0.0857142857142857	0.247619047619048	0.0571428571428571	0.0380952380952381	0.1	0.0285714285714286	0.0571428571428571	0.0285714285714286	0.027027027027027	0.00952380952380952	0.00952380952380952	0.019047619047619	0.380952380952381	1	0.00952380952380952	0.019047619047619	0.00952380952380952	0.0285714285714286	0.0487804878048781	0.00952380952380952	0.00952380952380952
"HALLMARK_ALLOGRAFT_REJECTION"	0.095	0.02	0	0.015	0.0232558139534884	0.0545454545454545	0.25	0.0132450331125828	0.015	0.111111111111111	0	0.005	0.01	0.01	0.0392156862745098	0.01	0.0206185567010309	0.122448979591837	0.185	0.035	0.111111111111111	0.0540540540540541	0.075	0.0175438596491228	0.10377358490566	0.02	0.015	0.025	0.0169491525423729	0.045	0.185	0.03	0.00628930817610063	0	0.01	0	0.05	0.0314465408805031	0.0137931034482759	0.0810810810810811	0.005	0.0431654676258993	0.085	0.00884955752212389	0.00952380952380952	1	0	0.065	0.03	0	0.0704225352112676	0.23943661971831
"HALLMARK_SPERMATOGENESIS"	0	0.0294117647058824	0.0133333333333333	0.0514705882352941	0.0232558139534884	0.0181818181818182	0.0227272727272727	0.0147058823529412	0.0808823529411765	0.0220588235294118	0.0303030303030303	0.0147058823529412	0	0.0147058823529412	0.0196078431372549	0.0147058823529412	0.0103092783505155	0.0102040816326531	0.00735294117647059	0.0147058823529412	0.0444444444444444	0.027027027027027	0.00735294117647059	0.0087719298245614	0.0377358490566038	0.0220588235294118	0.0441176470588235	0.0147058823529412	0.0169491525423729	0	0	0.00735294117647059	0.0147058823529412	0.00735294117647059	0.0441176470588235	0.02	0.00735294117647059	0.0294117647058824	0.00735294117647059	0.027027027027027	0.00735294117647059	0.00735294117647059	0.0147058823529412	0.00884955752212389	0.019047619047619	0	1	0.0441176470588235	0.0441176470588235	0.024390243902439	0.00735294117647059	0.00735294117647059
"HALLMARK_KRAS_SIGNALING_UP"	0.115	0.055	0.0266666666666667	0.01	0.0465116279069767	0.0727272727272727	0.0795454545454545	0	0	0.0555555555555556	0	0.02	0.01	0.04	0.0490196078431373	0.025	0	0.0204081632653061	0.05	0.035	0.0666666666666667	0.027027027027027	0.05	0.0087719298245614	0.0377358490566038	0.025	0	0	0	0.045	0.08	0.05	0.0188679245283019	0	0.03	0.02	0.045	0.0188679245283019	0.0137931034482759	0.0810810810810811	0.015	0.0719424460431655	0.085	0.0265486725663717	0.00952380952380952	0.065	0.0441176470588235	1	0	0.024390243902439	0.0422535211267606	0.133802816901408
"HALLMARK_KRAS_SIGNALING_DN"	0.04	0.015	0	0.005	0	0.0181818181818182	0.0113636363636364	0.00662251655629139	0.01	0.0185185185185185	0.0303030303030303	0	0.015	0.025	0.0294117647058824	0.035	0.0103092783505155	0.0306122448979592	0.015	0.02	0.0222222222222222	0.027027027027027	0.015	0	0.00943396226415094	0.005	0.005	0	0	0.005	0.03	0.005	0.00628930817610063	0	0.01	0	0.02	0.0251572327044025	0.00689655172413793	0	0.01	0.0215827338129496	0	0.0265486725663717	0.0285714285714286	0.03	0.0441176470588235	0	1	0.0487804878048781	0.0140845070422535	0
"HALLMARK_PANCREAS_BETA_CELLS"	0	0.0487804878048781	0.024390243902439	0	0.024390243902439	0.024390243902439	0.024390243902439	0.024390243902439	0	0.024390243902439	0.0303030303030303	0	0	0	0.024390243902439	0	0.024390243902439	0.024390243902439	0	0.024390243902439	0.024390243902439	0.0540540540540541	0.024390243902439	0.0975609756097561	0.024390243902439	0.024390243902439	0	0	0.024390243902439	0	0	0	0.024390243902439	0	0	0.024390243902439	0.024390243902439	0.024390243902439	0.0487804878048781	0.027027027027027	0.024390243902439	0.0487804878048781	0	0.024390243902439	0.0487804878048781	0	0.024390243902439	0.024390243902439	0.0487804878048781	1	0.024390243902439	0.0487804878048781
"StromalSignature"	0.0140845070422535	0.0140845070422535	0.0133333333333333	0	0.0232558139534884	0.0181818181818182	0.0909090909090909	0.00704225352112676	0	0.0704225352112676	0.0606060606060606	0.028169014084507	0.00704225352112676	0.028169014084507	0.0196078431372549	0.0563380281690141	0.0103092783505155	0.0204081632653061	0.0422535211267606	0.028169014084507	0.0222222222222222	0.027027027027027	0.0352112676056338	0.0087719298245614	0.0188679245283019	0	0	0	0.0169491525423729	0.183098591549296	0.0633802816901408	0.0211267605633803	0.0211267605633803	0	0.00704225352112676	0.02	0	0.0140845070422535	0.0352112676056338	0.108108108108108	0	0.0359712230215827	0.028169014084507	0.0353982300884956	0.00952380952380952	0.0704225352112676	0.00735294117647059	0.0422535211267606	0.0140845070422535	0.024390243902439	1	0.00704225352112676
"ImmuneSignature"	0.0704225352112676	0.0211267605633803	0.0133333333333333	0.00704225352112676	0.0232558139534884	0.0363636363636364	0.0795454545454545	0.0140845070422535	0.00704225352112676	0.0422535211267606	0.0303030303030303	0.00704225352112676	0	0.00704225352112676	0.00980392156862745	0.0140845070422535	0.0103092783505155	0.0816326530612245	0.140845070422535	0.0352112676056338	0.0666666666666667	0.027027027027027	0.0915492957746479	0.0087719298245614	0.0377358490566038	0.0422535211267606	0	0	0.0169491525423729	0.0352112676056338	0.147887323943662	0.00704225352112676	0.00704225352112676	0.00704225352112676	0.00704225352112676	0.06	0.0352112676056338	0.0352112676056338	0.00704225352112676	0.027027027027027	0	0.0143884892086331	0.0985915492957746	0.0176991150442478	0.00952380952380952	0.23943661971831	0.00735294117647059	0.133802816901408	0	0.0487804878048781	0.00704225352112676	1
